Max,Min,Mean,Standard Dev,RMS,Skewness,Kurtosis,Crest factor,Form factor,Standard Deviation,Crest Factor,Form Factor,Fault
0.291,-0.571,-0.1167639892578124,0.0860126855291088,0.1450235520170721,-0.0289013301853319,0.1921729165470926,2.0065706290640533,-1.2420229296625278,,,,Normal
0.269,-0.762,-0.117411181640625,0.0872693585285356,0.1462912867404339,-0.0700390418161699,0.4079119069919281,1.83879714228838,-1.2459740605303329,,,,Normal
0.271,-0.681,-0.1178219726562499,0.0867966299332129,0.1463403166637615,-0.0689529357734663,0.3415006728357057,1.851847844655568,-1.2420460578326495,,,,Normal
0.298,-0.662,-0.1167150634765624,0.0854944303860646,0.144677314115678,-0.0542912058071602,0.457925487163854,2.059756236293767,-1.2395770503498942,,,,Normal
0.264,-0.591,-0.116935205078125,0.0873591253868541,0.1459632578981779,-0.0529620301576331,0.2708944297460447,1.8086743458697183,-1.2482404918233063,,,,Normal
0.312,-0.747,-0.1174424560546875,0.0868942324957723,0.1460929628153926,-0.0457958658259829,0.528240119381616,2.1356264804777245,-1.2439535728660502,,,,Normal
0.312,-0.588,-0.11723818359375,0.0877733031448688,0.1464539393381285,-0.0561158727171369,0.3555723404558333,2.130362634218145,-1.2492000033505817,,,,Normal
0.337,-0.64,-0.1170427001953125,0.0868400839677953,0.1457395270378319,-0.0653719355241345,0.4366387044391371,2.312344542688955,-1.245182542735533,,,,Normal
0.3,-0.632,-0.1173298095703125,0.0875599764246429,0.1463996123928921,-0.0509111286338876,0.4065545650451563,2.049185753271607,-1.2477614421180745,,,,Normal
0.31,-0.652,-0.1165714111328125,0.0880678120988593,0.1460980631883353,-0.0477668821716144,0.4557237349170098,2.1218624890350424,-1.2532923962109577,,,,Normal
0.352,-0.679,-0.1169780029296874,0.0881706233352284,0.1464845459165669,-0.081845585967844,0.436210598154064,2.402983862888091,-1.2522400985475457,,,,Normal
0.249,-0.686,-0.1175262939453125,0.0871720484526544,0.1463256993091791,-0.0933495853042839,0.4384061377929935,1.701683307686608,-1.245046486169875,,,,Normal
0.242,-0.63,-0.116441015625,0.0865770076222786,0.1450996394588689,-0.0736029770989658,0.2852022044888174,1.667819443952507,-1.2461213832603832,,,,Normal
0.405,-0.598,-0.117253125,0.0872776182143953,0.1461693948546941,-0.0011376159783731,0.3023594770395625,2.7707578621544355,-1.2466140655500155,,,,Normal
0.298,-0.696,-0.1173175537109374,0.0884283509170082,0.1469108258334637,-0.0655632113751024,0.3792566597469453,2.028441391635828,-1.2522493112619966,,,,Normal
0.259,-0.71,-0.1164788330078125,0.0867638347908752,0.1452415153402095,-0.0749797037716362,0.3590706436840567,1.783236696431636,-1.2469348429209266,,,,Normal
0.388,-0.676,-0.117447900390625,0.0876052912129062,0.1465213601642265,-0.0808964858471289,0.5441737669228095,2.648078065649372,-1.2475434612019876,,,,Normal
0.298,-0.662,-0.1176520751953125,0.0870655011604023,0.1463633397462619,-0.0818295574298894,0.3351155845745421,2.036028970892698,-1.2440353432209863,,,,Normal
0.327,-0.684,-0.1163461669921875,0.0882610041363066,0.1460350822208753,-0.0664399879362232,0.4615191842055113,2.2391879747458128,-1.2551774243725742,,,,Normal
0.339,-0.745,-0.1161271728515625,0.0884967996640857,0.1460034678426177,-0.0565280762276304,0.398678838757081,2.3218626585323303,-1.2572722150847853,,,,Normal
0.291,-0.554,-0.1172010498046875,0.0871797912798,0.146069218277912,-0.0507127939747909,0.3375375111971435,1.9922061843744647,-1.2463132243382853,,,,Normal
0.286,-0.723,-0.11574501953125,0.0872856643524294,0.1449672747284279,-0.0639986660815536,0.3298292807515977,1.9728590506772885,-1.2524709513681338,,,,Normal
0.286,-0.562,-0.116513037109375,0.0865946682211145,0.1451679761813663,-0.0531758847006389,0.3361385095038889,1.9701314816339688,-1.245937620226069,,,,Normal
0.298,-0.679,-0.11813203125,0.088210883064328,0.1474318375674522,-0.0371072934271136,0.4326804575550547,2.0212730500877094,-1.2480259249537984,,,,Normal
0.344,-0.515,-0.11755615234375,0.0877116859282469,0.146671745665491,-0.0547687863700806,0.2928258700246475,2.345373326261135,-1.2476739221321496,,,,Normal
0.342,-0.732,-0.116738671875,0.0874530904930568,0.1458621740826764,-0.0671530286128421,0.5550174228392506,2.3446791613441214,-1.2494760454261544,,,,Normal
0.303,-0.615,-0.1176721923828125,0.0864182984436414,0.1459954959540436,-0.0840461748108973,0.3428450224649024,2.0754064912754435,-1.2406966590635915,,,,Normal
0.427,-0.74,-0.1167658203125,0.0868059667020952,0.1454969026530827,-0.0812137073908749,0.4946763485540066,2.934770378020504,-1.2460572988198926,,,,Normal
0.291,-0.725,-0.1166831298828125,0.0873879543493502,0.1457786710148352,-0.0415384888067997,0.3671471640359556,1.9961767930398144,-1.249355165234632,,,,Normal
0.339,-0.61,-0.1180279296875,0.0871612784181746,0.1467225107678287,-0.0273911751276487,0.3573188600332586,2.310483907520012,-1.24311687205141,,,,Normal
0.322,-0.63,-0.1165325927734375,0.0875661407831908,0.1457651775538475,-0.0443687376714259,0.3596619842605775,2.2090323999437325,-1.2508532942130957,,,,Normal
0.408,-0.762,-0.116212548828125,0.0889672858271919,0.1463568966975506,-0.0534880498249779,0.523760974883281,2.787706006387522,-1.2593897834046153,,,,Normal
0.31,-0.713,-0.1178277587890624,0.088097623328167,0.1471202993985438,-0.0717610143842894,0.5113127958758206,2.107119148529059,-1.2486047507864548,,,,Normal
0.327,-0.703,-0.1158315673828125,0.0878930849902627,0.1454027433994487,-0.0799220082238231,0.5382892159601762,2.248925930521609,-1.2552946203249264,,,,Normal
0.276,-0.603,-0.1153634033203125,0.0868007306901862,0.1443706955358052,-0.0352459635060505,0.3208813511683428,1.9117453093626569,-1.2514427572403748,,,,Normal
0.4,-0.72,-0.1179651611328124,0.0879872520287274,0.1471643528607715,-0.0543186353810353,0.4348933597902582,2.718049529143989,-1.2475238574470713,,,,Normal
0.383,-0.647,-0.1165098876953125,0.0870971064652836,0.1454657165197944,-0.0611632783898407,0.3200389741541878,2.632922788703157,-1.248526793710461,,,,Normal
0.327,-0.559,-0.1162627441406249,0.0881501752051293,0.1459016427442431,-0.0454429997251428,0.2597949269425554,2.2412359028281235,-1.2549303203076692,,,,Normal
0.342,-0.72,-0.117374462890625,0.0893074983178728,0.1474869454299791,-0.0718841632711773,0.4690720110968289,2.3188492988511173,-1.2565505459855804,,,,Normal
0.305,-0.603,-0.1168703857421875,0.088282266951632,0.146465884916372,-0.0273794810206743,0.2819402452752606,2.0823961851194666,-1.2532335200764315,,,,Normal
0.303,-0.706,-0.1158770263671875,0.0874151889474451,0.1451506594557175,-0.0644843579759702,0.4640985594191771,2.08748621009496,-1.252626719948514,,,,Normal
0.317,-0.779,-0.117459765625,0.0867237001253153,0.1460055241624011,-0.0593951142288066,0.3834675679299972,2.171150727471124,-1.2430258428110252,,,,Normal
0.581,-0.813,-0.11387509765625,0.1139603804388334,0.1611030388022774,0.0110854502298172,0.594973617094769,3.6063875909446006,-1.4147345830481084,,,,Normal
0.437,-0.73,-0.1151988525390625,0.1131702088146012,0.1614867149534144,-0.0350428964573135,0.4585548590148129,2.7061049580831806,-1.4018083634874423,,,,Normal
0.713,-0.989,-0.1140978271484375,0.1123413133838366,0.1601205069108839,0.0230262951649864,0.5281360206264316,4.452896220200104,-1.403361579380232,,,,Normal
0.461,-0.854,-0.1142429931640625,0.1146120579965519,0.1618241781194128,-0.0029443564723949,0.576018457495751,2.8487708410285904,-1.4164910568039804,,,,Normal
0.466,-0.771,-0.1145897460937499,0.1131021729164813,0.1610049661379851,-0.004219601854423,0.4086877769891095,2.894320660895806,-1.405055614716706,,,,Normal
0.686,-0.747,-0.1140554687499999,0.1121644902465236,0.1599662954307191,0.0034213852340491,0.4702733992610457,4.28840336742751,-1.402530691284535,,,,Normal
0.591,-0.725,-0.1136754150390625,0.1123406995061018,0.1598193499980182,0.0208310362370727,0.3788751426710872,3.697925188704173,-1.4059271298292533,,,,Normal
0.596,-0.852,-0.114491455078125,0.1117634434286341,0.1599970487703894,0.0294240830324194,0.6359035718935631,3.725068709581732,-1.3974584274539352,,,,Normal
0.547,-0.767,-0.1144490478515624,0.1105732976502353,0.1591374883864922,-0.003183572935939,0.4921576684170987,3.437279333399547,-1.3904658131615868,,,,Normal
0.415,-0.708,-0.1141183837890625,0.1124845375363667,0.1602356633145429,-0.0255378097956571,0.4119648905044677,2.589935295398966,-1.4041178817492197,,,,Normal
0.466,-0.667,-0.1148319580078125,0.1135318041461239,0.1614792074796077,0.0196537082343694,0.4770539502668662,2.8858204549886,-1.4062218417334795,,,,Normal
0.493,-0.776,-0.1139686767578125,0.1139988089024166,0.1611963722748446,0.0066377479649862,0.4972955546145976,3.0583814824282776,-1.41439189135619,,,,Normal
0.571,-0.715,-0.1138834716796874,0.1143318308407813,0.1613719105986957,0.0029288956182429,0.4615559015819008,3.538410110418653,-1.4169914933097212,,,,Normal
0.493,-0.803,-0.1153419921874999,0.113964949443839,0.1621464392869528,-0.0263417443540842,0.5150630651110042,3.040461462909653,-1.4057884402010985,,,,Normal
0.571,-0.872,-0.1140732177734375,0.1123818310692995,0.1601314042465642,-0.0226542560488089,0.4740332123845263,3.5658214744735264,-1.4037598603083463,,,,Normal
0.417,-0.649,-0.113937060546875,0.112098714635135,0.1598357556957395,0.0276796770512132,0.3956662325307825,2.6089281349149047,-1.4028425424401856,,,,Normal
0.439,-0.767,-0.11545048828125,0.1151609271893381,0.1630660314573037,0.0130173879383677,0.5064479043248915,2.6921609367487744,-1.4124325837415002,,,,Normal
0.562,-0.872,-0.1140587646484375,0.1109499206777462,0.1591194084869176,-0.0056243623885245,0.4126951301574069,3.5319387203868726,-1.3950651576612303,,,,Normal
0.53,-0.813,-0.1141560058593749,0.1136253530062117,0.1610652020655183,0.0105215760410952,0.4947212540559889,3.2905928357163448,-1.4109218420266842,,,,Normal
0.525,-0.725,-0.1153050537109375,0.1144886993579192,0.1624887617057378,0.0148923494684666,0.5302024463069861,3.230992682132435,-1.4092076320703766,,,,Normal
0.515,-0.74,-0.1140999755859375,0.1131240714153348,0.1606721741129424,0.0134694488890903,0.461175441621787,3.2052843178557318,-1.4081701007195029,,,,Normal
0.393,-0.696,-0.1136145751953125,0.1132739311517287,0.1604336059525725,-0.0202825672363725,0.2682779670186912,2.449611461804199,-1.412086483417945,,,,Normal
0.469,-0.713,-0.1154626953125,0.1125497509833242,0.1612413445472539,-0.0072119829794032,0.3532790358487601,2.9086832618327194,-1.3964799982440557,,,,Normal
0.413,-0.857,-0.1134206298828125,0.1116588234883742,0.1591591271614325,-0.0192565962909027,0.3646747188977861,2.5948873141349957,-1.4032643561041551,,,,Normal
0.483,-0.723,-0.1139530517578124,0.1129656467800656,0.1604562987349232,-0.0127367777845546,0.5003001303366816,3.010165408326692,-1.408091281977646,,,,Normal
0.532,-0.754,-0.1147137451171875,0.1144266609893515,0.1620258757094497,-0.0465921324017009,0.4796957996701323,3.283426166780917,-1.4124364568860504,,,,Normal
0.53,-0.803,-0.115852685546875,0.1122790275233846,0.1613323184987667,-0.0393411484241523,0.4591465152122946,3.2851446314772423,-1.3925643392486593,,,,Normal
0.471,-0.718,-0.1141710693359375,0.1127295475261495,0.1604452358471721,0.0011973619686337,0.4459291346972289,2.935581087921106,-1.4053055365109817,,,,Normal
0.52,-0.72,-0.1144917236328125,0.1132097765523226,0.1610108548692981,-0.0010498303012577,0.5296843586621542,3.2295959202385096,-1.4063099913289592,,,,Normal
0.461,-0.703,-0.113672216796875,0.1111671073850856,0.1589943298480424,0.007376743448991,0.398354820829299,2.8994744683071216,-1.3987087991092422,,,,Normal
0.469,-0.686,-0.114034521484375,0.1136148915945714,0.1609717383179711,-0.0040682386647224,0.4555789677650397,2.9135549190229506,-1.411605329882736,,,,Normal
0.471,-0.669,-0.11485,0.1132485204472051,0.1612930152473383,0.0192880169575136,0.3948169372447596,2.9201512494371475,-1.4043797583573212,,,,Normal
0.505,-0.71,-0.1142626220703125,0.1138160559049644,0.1612753084699276,-0.0130879381048551,0.5290740839176058,3.1312914840535884,-1.411444141118042,,,,Normal
0.471,-0.686,-0.1136672851562499,0.1130516244285545,0.160314096300532,-0.0062257722714031,0.3945548285325921,2.9379824411512896,-1.4103802697509675,,,,Normal
0.618,-0.825,-0.11573173828125,0.1127278346059417,0.1615583167072052,0.0031349912892443,0.4976828442122576,3.82524411367823,-1.3959724368313553,,,,Normal
0.491,-0.713,-0.1144103271484375,0.1140562242980234,0.1615494588698235,0.0116290882869461,0.4699452701565589,3.0393168967260205,-1.4120181533982252,,,,Normal
0.457,-0.889,-0.1140495361328125,0.112409923843798,0.1601342535961769,0.0079171539328364,0.4997404374741538,2.853855372832678,-1.4040763253056812,,,,Normal
0.5,-0.742,-0.1147066650390625,0.1135491229376789,0.1614023157948649,0.0083508487985151,0.4675064551140409,3.097848983997711,-1.407087510912296,,,,Normal
0.576,-0.813,-0.1138793701171874,0.1127552723094303,0.1602558952972996,-0.0177345679192955,0.4371840521869474,3.594251549569707,-1.407242550888615,,,,Normal
0.583,-0.798,-0.1144297851562499,0.114678017650175,0.1620027851383368,0.0006079021219269,0.517685166942949,3.598703562424354,-1.4157396600642702,,,,Normal
0.466,-0.718,-0.1151633056640624,0.113289355003843,0.1615448903150887,-0.0356446757535335,0.4708716866933078,2.884647103916937,-1.4027462079485964,,,,Normal
0.645,-0.654,-0.113918017578125,0.1113271153934099,0.1592819474062621,0.0067534315167719,0.4406349943034122,4.049423117328373,-1.398215583386768,,,,Normal
0.498,-0.791,-0.1135989013671875,0.11292892951943,0.160179094026299,0.0214669169204395,0.5909686194841131,3.109019956863009,-1.4100408727418026,,,,Normal
0.632,-0.825,-0.1143449951171875,0.1131648639361969,0.1608749566730953,-0.0103421027211576,0.655414213203064,3.9285169865453353,-1.4069260880917545,,,,Normal
0.566,-0.581,-0.1137524902343749,0.0837731857324861,0.1412706775863382,0.02735597177333,2.104001868335251,4.006493135520543,-1.2419128345697303,,,,Normal
0.549,-0.591,-0.1153716796874999,0.0825936419991573,0.1418878699077307,0.0207586160969201,1.769389676701084,3.869252532700738,-1.229832748314435,,,,Normal
0.442,-0.637,-0.113387109375,0.0809271251786516,0.1393042579016566,0.0369030270074521,1.9134558726343585,3.172910912113217,-1.2285722660143137,,,,Normal
0.435,-0.591,-0.1137637207031249,0.0835758582215394,0.1411628056370108,0.0345085651370982,1.802897307827597,3.081548273548548,-1.2408420255995831,,,,Normal
0.425,-0.654,-0.1149645263671875,0.0833350031996776,0.1419908290426764,-0.0021737554329776,1.9720938111957975,2.9931510567648214,-1.235083843073202,,,,Normal
0.64,-0.618,-0.1139988281249999,0.0833406512488564,0.1412134108099444,0.0389085010561958,2.004659790726639,4.532147452067141,-1.238726863534979,,,,Normal
0.54,-0.71,-0.1137491455078125,0.0835833634973721,0.1411555035990062,-0.0036397830910596,2.3876218306281656,3.825568158745188,-1.2409368261083895,,,,Normal
0.459,-0.608,-0.1145230468749999,0.0816928397564683,0.1406736841075495,0.0215834628781868,1.9323831770746784,3.2628704004729125,-1.2283438831407665,,,,Normal
0.537,-0.62,-0.1134752685546875,0.0820033076650308,0.1400036244822399,0.0365997505278025,1.8432422462537188,3.835614984868629,-1.2337809486193687,,,,Normal
0.422,-0.745,-0.112519189453125,0.0840329859985683,0.1404348187953334,0.0469748155318463,1.968593221529142,3.004952786068058,-1.2480966089240977,,,,Normal
0.457,-0.632,-0.11450439453125,0.0829798004729467,0.1414098141816012,0.042904832132385,1.7135788262879323,3.231741747521933,-1.2349728127072743,,,,Normal
0.471,-0.583,-0.1138601318359375,0.0822688709981671,0.1404711056358377,0.0846187001859694,1.8759653271516843,3.353002725137204,-1.2337163445256176,,,,Normal
0.562,-0.652,-0.113962841796875,0.0831827179800672,0.1410911937406863,0.0248321933665718,1.866807901558368,3.983239386526906,-1.2380455902649767,,,,Normal
0.535,-0.625,-0.1151004638671874,0.0818184641775779,0.1412169056052105,0.0103316136450167,1.7448462967304297,3.788498251729573,-1.2269012726843425,,,,Normal
0.452,-0.776,-0.1137898681640624,0.0813051445861659,0.1398517044699994,0.0217306492129828,1.9967031559966228,3.2319949314379763,-1.2290347701990565,,,,Normal
0.544,-0.635,-0.1141193359374999,0.0830446638202405,0.141136354828573,0.0693401373884986,1.9323202116310672,3.85442858192528,-1.2367435690816635,,,,Normal
0.471,-0.747,-0.114959716796875,0.0831177972239083,0.1418595644824706,-0.0156952819912407,1.9961511825376967,3.3201850133848443,-1.2339936843540211,,,,Normal
0.476,-0.635,-0.113654345703125,0.0830940618603089,0.1407897895578724,0.0461610514485767,1.9479199903245956,3.3809269940299016,-1.2387541249467708,,,,Normal
0.466,-0.635,-0.1137737548828125,0.0823540595683264,0.1404510336262417,0.0749207270430209,2.1997219613203614,3.317882310785166,-1.23447656070512,,,,Normal
0.452,-0.583,-0.11528896484375,0.0817823548725395,0.1413496929369122,9.925678631047524e-05,1.54853604369921,3.1977430626732133,-1.226047029986626,,,,Normal
0.427,-0.696,-0.120742041015625,0.0811631789535526,0.1454851925790581,0.0241098480068189,1.6691925624491146,2.9350065971006902,-1.2049257355209952,,,,Normal
0.388,-0.71,-0.1147029541015625,0.0828123606616799,0.1414725674083197,0.0584880323458662,1.7669217907120125,2.742581173918687,-1.2333820738658077,,,,Normal
0.42,-0.701,-0.1149065185546875,0.0831335023023066,0.1418256622810037,-0.0074273964675458,1.7975810475544387,2.96138225794314,-1.2342699445158507,,,,Normal
0.469,-0.598,-0.1131022216796874,0.0825984834039169,0.1400516170714781,0.0038050294402795,1.7690378219446403,3.3487653324319457,-1.238274677469316,,,,Normal
0.439,-0.596,-0.1135826416015625,0.0818041541319715,0.1399741859397374,0.0587054957860539,1.6585448767874036,3.136292574610872,-1.2323554371164744,,,,Normal
0.457,-0.789,-0.114326904296875,0.0816820168252478,0.1405077578971953,-0.0282441432116631,2.115293195156629,3.252489448549673,-1.228999934541532,,,,Normal
0.457,-0.737,-0.1151792724609375,0.0832620036924191,0.1421219786363933,-0.0051606970506082,2.245108933080627,3.215547689278901,-1.2339197461469755,,,,Normal
0.498,-0.691,-0.1136533203125,0.0835213396902716,0.1410415580378705,0.0709827840181566,2.3977678737054475,3.5308742113178013,-1.2409805331693269,,,,Normal
0.544,-0.583,-0.1152019775390625,0.0835043626963083,0.1422824795239814,0.0770410240206811,2.038647358370829,3.823380094443111,-1.2350697667124375,,,,Normal
0.488,-0.613,-0.1140609130859375,0.0827329408163799,0.140905870290157,0.0629016809356062,1.8331430423625443,3.4633049637683486,-1.2353563238968075,,,,Normal
0.583,-0.642,-0.113584765625,0.083570939615019,0.1410157098337695,0.0280489151044996,1.9263358381096956,4.134291141655389,-1.241501966023619,,,,Normal
0.422,-0.608,-0.11495068359375,0.0821918172398177,0.1413116752104413,-0.0141070070976585,1.8074610633732355,2.9863066825268167,-1.2293243571291348,,,,Normal
0.62,-0.637,-0.11322578125,0.0834105675894276,0.1406315415145194,0.0706001725530432,2.314390903104969,4.408683808219427,-1.2420452299994125,,,,Normal
0.591,-0.608,-0.11357802734375,0.0837829491807106,0.14113603187063,0.0399892547944512,1.9438774188697048,4.187449456859678,-1.242634998787875,,,,Normal
0.505,-0.588,-0.1135270996093749,0.0820179041012675,0.1400541848965294,0.0511854421810369,1.6578215130736869,3.6057473068233454,-1.2336630230000507,,,,Normal
0.544,-0.625,-0.1139798095703125,0.0815125931792786,0.1401268625998253,0.0687134119870238,1.8190511272389145,3.882196389093195,-1.2294007432376262,,,,Normal
0.679,-0.72,-0.11485234375,0.0817269720219874,0.1409616818569966,-0.0098450994329094,2.422097385508888,4.81691188027137,-1.2273296064713228,,,,Normal
0.576,-0.642,-0.1141961181640625,0.0841937761810538,0.1418773142191487,0.0415646115224792,2.2268383530207174,4.059845671382599,-1.242400499247421,,,,Normal
0.515,-0.598,-0.106566064453125,0.0857897341985024,0.1368065236103298,0.086764220918226,1.650033350728357,3.764440367382552,-1.2837719429012666,,,,Normal
0.681,-0.64,-0.1123863525390624,0.0830600154140179,0.1397479515621617,0.03365231398339,2.338414175974691,4.873058906320226,-1.2434601569046306,,,,Normal
0.557,-0.588,-0.113747216796875,0.0815483079740402,0.1399585420967915,0.0468048219327372,1.8154484419516883,3.979749943485363,-1.2304348716217262,,,,Normal
